words,gender_bias,pos,expected_gender
woman,0.015339461,TRUE,F
man,-0.013976649,FALSE,M
daughter,-0.11504025,FALSE,F
son,-0.199601862,FALSE,M
mother,-0.066076682,FALSE,F
father,-0.133896929,FALSE,M
girl,0.047742353,TRUE,F
boy,0.071093645,TRUE,M
queen,0.49545025,TRUE,F
king,-0.481818854,FALSE,M
wife,0.041913792,TRUE,F
husband,0.059592029,TRUE,M
madam,0.039722544,TRUE,F
sir,0.038789254,TRUE,M
