words,gender_bias,pos,expected_gender
woman,0.016332019,TRUE,F
man,-0.012986638,FALSE,M
daughter,-0.115154624,FALSE,F
son,-0.20041858,FALSE,M
mother,-0.066225373,FALSE,F
father,-0.134319067,FALSE,M
girl,0.049539453,TRUE,F
boy,0.06998442,TRUE,M
queen,0.495182366,TRUE,F
king,-0.482096732,FALSE,M
wife,0.042338692,TRUE,F
husband,0.06015516,TRUE,M
madam,0.040470388,TRUE,F
sir,0.037929763,TRUE,M
