words,gender_bias,pos,expected_gender
woman,0.031100358,TRUE,F
man,-0.045233197,FALSE,M
daughter,0.320594111,TRUE,F
son,0.27950579,TRUE,M
mother,0.374173287,TRUE,F
father,0.275300098,TRUE,M
girl,-0.008397577,FALSE,F
boy,0.086663353,TRUE,M
queen,0.042864825,TRUE,F
king,0.282949487,TRUE,M
wife,-0.054156106,FALSE,F
husband,-0.049521357,FALSE,M
madam,-0.037429379,FALSE,F
sir,-0.095981928,FALSE,M
