words,gender_bias,pos,expected_gender
mother,-0.066564755,FALSE,F
father,-0.1343373,FALSE,M
girl,0.047760619,TRUE,F
boy,0.071012701,TRUE,M
queen,0.495445469,TRUE,F
king,-0.48182424,FALSE,M
wife,0.041077804,TRUE,F
husband,0.059601048,TRUE,M
