words,gender_bias,pos,expected_gender
woman,-0.177516845,FALSE,F
man,-0.198766537,FALSE,M
daughter,0.245735201,TRUE,F
son,0.425178101,TRUE,M
mother,0.251098687,TRUE,F
father,0.411448688,TRUE,M
girl,-0.269716684,FALSE,F
boy,-0.169866473,FALSE,M
queen,-0.305722066,FALSE,F
king,0.328081998,TRUE,M
wife,0.189820864,TRUE,F
husband,0.11326992,TRUE,M
madam,0.107976949,TRUE,F
sir,-0.519040602,FALSE,M
