words,gender_bias,pos,expected_gender
woman,-0.094680819,FALSE,F
man,0.415164853,TRUE,M
daughter,-0.142384465,FALSE,F
son,-0.047161121,FALSE,M
mother,-0.103323948,FALSE,F
father,-0.004882852,FALSE,M
girl,0.035486564,TRUE,F
boy,-0.059463763,FALSE,M
queen,0.246567649,TRUE,F
king,-0.164072953,FALSE,M
wife,0.072049667,TRUE,F
husband,-0.09671754,FALSE,M
madam,0.735774231,TRUE,F
sir,-0.497819071,FALSE,M
