words,gender_bias,pos,expected_gender
woman,0.055110466,TRUE,F
man,-0.025159142,FALSE,M
daughter,0.40036606,TRUE,F
son,-0.371427038,FALSE,M
mother,0.070003167,TRUE,F
father,-0.132075583,FALSE,M
girl,0.40036606,TRUE,F
boy,-0.075126662,FALSE,M
queen,0.470586297,TRUE,F
king,0.063466786,TRUE,M
wife,0.378092769,TRUE,F
husband,0.032512674,TRUE,M
madam,0.374458816,TRUE,F
sir,-0.424276306,FALSE,M
