words,gender_bias,pos,expected_gender
woman,0.318585125,TRUE,F
man,-0.139491195,FALSE,M
daughter,0.335509153,TRUE,F
son,-0.286462233,FALSE,M
mother,0.284604773,TRUE,F
father,-0.0736176,FALSE,M
girl,0.326246361,TRUE,F
boy,-0.066789832,FALSE,M
queen,0.37343264,TRUE,F
king,-0.169065534,FALSE,M
wife,0.318106784,TRUE,F
husband,0.159535214,TRUE,M
madam,0.427055822,TRUE,F
sir,-0.110563986,FALSE,M
