words,gender_bias,pos,expected_gender
woman,0.392492784,TRUE,F
man,-0.044119629,FALSE,M
daughter,0.049524351,TRUE,F
son,-0.26186515,FALSE,M
mother,0.224662506,TRUE,F
father,-0.124240802,FALSE,M
girl,0.371283147,TRUE,F
boy,-0.002329233,FALSE,M
queen,0.191661642,TRUE,F
king,-0.222844941,FALSE,M
wife,0.116435119,TRUE,F
husband,0.055036657,TRUE,M
madam,0.437653361,TRUE,F
sir,-0.544033629,FALSE,M
